id,text,label,confidence
3876105,MH107444,ORG,(0.5668)
3876105,National Science Foundation,ORG,(0.8227)
3876105,Claire M. Kaplan,PER,(0.9987)
3876105,Rachael M. Tillman,PER,(0.9989)
3894847,National Natural Science Foundation of China,ORG,(0.9617)
3894847,C. Wong Magna Fund,ORG,(0.8197)
3894847,Ningbo University,ORG,(0.9303)
3894847,Sensor Array Group,ORG,(0.9861)
3894847,Temasek Labs,ORG,(0.9657)
3894847,Nanyang Technological University,ORG,(0.9971)
3894847,Singapore,LOC,(0.9992)
3906092,Anton Dahbura,PER,(0.9995)
3906092,Xiangyang Li,PER,(0.9915)
3906092,Johns Hopkins University Information Security Institute,ORG,(0.9819)
3906092,Nathan Bos,PER,(0.9995)
3906092,Johns Hopkins University Applied Physics Laboratory,ORG,(0.9203)
3906092,National Science Foundation Award 1544493,MISC,(0.8002)
3946211,Autism Inpatient Collection,MISC,(0.6682)
3946211,AIC,ORG,(0.4548)
3946211,Simons Foundation Autism Research Initiative,ORG,(0.9248)
3946211,Nancy Lurie Marks Family Foundation,ORG,(0.9827)
3946211,National Institute of Child Health and Human Development,ORG,(0.9839)
3946211,Dr. Mazefsky,PER,(0.9594)
3946211,NICHD,ORG,(0.8167)
3949564,Zhejiang Provincial Natural Science Foundation of China,ORG,(0.9885)
3949564,No. LY18F030018,ORG,(0.6921)
3949564,Natural Science Foundation of China,ORG,(0.9705)
3955926,Malaysian Ministry of Higher Education,ORG,(0.9126)
3955926,Universiti Teknologi Malaysia,ORG,(0.9417)
3960896,Thailand Research Fund,ORG,(0.9971)
3960896,TRF,ORG,(0.9998)
3960896,Faculty of Engineering,ORG,(0.8379)
3960896,Thammasat University,ORG,(0.9942)
3960896,Grant RSA6080084,PER,(0.4292)
3960896,TRF,ORG,(0.9569)
3960896,Faculty of Engineering,ORG,(0.797)
3960896,Thammasat University,ORG,(0.9912)
3966251,M. Cabo,PER,(0.9971)
3966251,E. Possani,PER,(0.9982)
3966251,Asociacion Mexicana de Cultura A,ORG,(0.8387)
3966251,C.,LOC,(0.2553)
3966251,Jose Luis Gonzalez-Velarde,PER,(0.9998)
3966251,Tecnologico de Monterrey Research Group,ORG,(0.9803)
3972168,National Natural Science Foundation of China,ORG,(0.9835)
3972168,Grant Nos,ORG,(0.9096)
3972168,National Cryptography Development Fund of China,ORG,(0.7304)
3972168,National Key Research and Development Program,ORG,(0.7384)
3972168,Natural Science Basic Research Plan,ORG,(0.6842)
3972168,Shaanxi Province of china,ORG,(0.7495)
3972168,Grant Nos,ORG,(0.5865)
3972168,Guangxi Key Laboratory of Cryptography and Information Security,ORG,(0.9474)
4014178,JSPS KAKENHI Grant Number JP16J04621,MISC,(0.8984)
4051815,National Science and Technology Major Project,ORG,(0.98)
4089567,National Natural Science Foundation of China,ORG,(0.9499)
4089567,Fundamental Research Foundations for the Central Universities,ORG,(0.7674)
4089567,N161904001,MISC,(0.6484)
4089567,N160601001,MISC,(0.5932)
4089567,Natural Science Foundation of Liaoning Province,ORG,(0.9001)
4095098,National Science Centre,ORG,(0.9601)
4106835,National Institute of Mental Health,ORG,(0.9946)
4106835,NIMH,ORG,(0.9634)
4113294,Bialystok University of Technology,ORG,(0.9561)
4113294,Ministry of Science and Higher Education,ORG,(0.9914)
4134386,National Institute of Neurologic Diseases and Stroke,ORG,(0.9639)
4134386,NINDS,ORG,(0.9991)
4134386,Fogarty International Center,ORG,(0.9915)
4134386,R01NS086312,ORG,(0.647)
4134386,National Institute of Allergy and Infectious Diseases,ORG,(0.9939)
4134386,Jose Debes,PER,(0.9997)
4134386,MS,ORG,(0.9873)
4134386,Spanish,MISC,(0.9998)
4162856,Biota-Araca,MISC,(0.8339)
4162856,FAPESP,ORG,(0.9206)
4162856,CEBIMAR,ORG,(0.5792)
4162856,USP,ORG,(0.748)
4162856,Oceanographic Institute,ORG,(0.8791)
4162856,USP,ORG,(0.9994)
4162856,Eduardo Siegle,PER,(0.9963)
4162856,CNPq,ORG,(0.8705)
4162856,Barbara C. Villamarin,PER,(0.9969)
4162856,FAPESP,ORG,(0.5293)
4178577,Russian Foundation for Basic Research,ORG,(0.9306)
4197397,Tsinghua International Conference on Econometrics,ORG,(0.7702)
4197397,Beijing,LOC,(0.9912)
4197397,2nd Dongbei Econometrics Workshop,MISC,(0.5931)
4197397,Dalian,LOC,(0.9997)
4197397,China,LOC,(1.0)
4197397,Su,PER,(0.6908)
4197397,Singapore Ministry of Education for Tier-2 Academic Research Fund,ORG,(0.7686)
4197397,Grant Number MOE2012-T2-2-021,MISC,(0.6699)
4197397,Lee Kong Chian Fund for Excellence,ORG,(0.9537)
4206120,Lee Kong Chian Fund for Excellence,ORG,(0.9537)
4253838,Mapuru,LOC,(0.9431)
4253838,Galiwin'ku,LOC,(0.6572)
4253838,Darwin,LOC,(0.9442)
4253838,Pormpuraaw,MISC,(0.5756)
4253838,Ti Tree,ORG,(0.6373)
4253838,Willowra,LOC,(0.5867)
4253838,Tjukurla,MISC,(0.5977)
4253838,Janie Long Pwerrerl,PER,(0.9986)
4253838,Eileen Campbell Pwerrerl,PER,(0.997)
4253838,April Campbell Pengart,PER,(0.9973)
4253838,Norma Giles,PER,(0.9986)
4253838,Nancy Jackson,PER,(0.9998)
4253838,Myrtle Foote,PER,(0.9944)
4253838,Gilbert Jack,PER,(0.9989)
4253838,Elaine L. Maypilama,PER,(0.9983)
4253838,ARC Postdoctoral Fellowships,ORG,(0.8905)
4253838,German Research Foundation,ORG,(0.9896)
4253838,DFG,ORG,(1.0)
4253838,EuroBABEL,ORG,(0.3938)
4253838,Elizabeth Marrkilyi Ellis,ORG,(0.7182)
4253838,ELDP,ORG,(0.973)
4253838,Endangered Languages Documentation Programme,ORG,(0.6701)
4253838,ARC Discovery Indigenous Award,MISC,(0.9266)
4253838,University of Melbourne,ORG,(0.9957)
4253838,RUIL,ORG,(0.9999)
4253838,ARC Centre of Excellence for the Dynamics of Language,ORG,(0.9191)
4253838,CoEDL,ORG,(0.9935)
4253838,Jennifer Taylor,PER,(0.9976)
4253838,Connie de Vos,PER,(0.9506)
4253838,Inge Kral,PER,(0.9879)
4253838,Patrick McConvell,PER,(0.9989)
4253838,Lauren Reed,PER,(0.9859)
4253838,Ngaanyatjarra,MISC,(0.8804)
4253838,Sign Language Research Conference,MISC,(0.7112)
4253838,TISLR,ORG,(0.9971)
4253838,Melbourne,LOC,(0.9999)
4253838,Australian Languages Workshop,ORG,(0.7908)
4253838,Canberra,LOC,(0.9986)
4269971,Wellcome Trust Centre Grants,ORG,(0.7911)
4269971,Circadian Rhythms & Neuroscience Institute,ORG,(0.7084)
4269971,NP,ORG,(0.9895)
4269971,OC,ORG,(0.9967)
4269971,Research Councils UK Digital Economy Programme,MISC,(0.8251)
4269971,Oxford,LOC,(0.7615)
4269971,KEAS,ORG,(0.9984)
4269971,National Institute for Health Research Oxford Health Biomedical Research Centre,ORG,(0.9666)
4269971,University of Oxford,ORG,(0.9925)
4270385,CORFO Project 14ENI2-26905 Ingenieria 2030-PUCV,MISC,(0.7785)
4270385,Collaborative Group of Engineering Education,ORG,(0.8159)
4270385,School of Civil Engineering,ORG,(0.8143)
4270385,Pontifical Catholic University of Valparaiso,ORG,(0.9686)
4270385,Herrera,PER,(0.947)
4270385,VRI Grant,ORG,(0.8587)
4270385,Pontifical Catholic University of Chile,ORG,(0.9632)
4280594,Economic and Social Research Council,ORG,(0.9335)
4280594,ESRC,ORG,(0.8833)
4280594,Chloe Robbins,PER,(0.9577)
4317582,National Institute on Alcohol Abuse and Alcoholism,ORG,(0.9954)
4317582,Organista,ORG,(0.9693)
4317582,PI,ORG,(0.9598)
4317582,UC Berkeley,ORG,(0.741)
4317582,Health Initiative of the Americas Programa de Investigacion en Migracion y Salud,MISC,(0.7875)
4317582,PIMSA,ORG,(0.999)
4317582,Migration and Health Research Program,ORG,(0.8913)
4317582,Samantha Ngo,PER,(0.9625)
4317582,Sonya Arreola,PER,(0.9989)
4317582,Sahar Khory,PER,(0.9981)
4317582,James Quesada,PER,(0.9999)
4317582,Paula Worby,PER,(0.9994)
4355610,Thiago C. Silva,PER,(0.9996)
4355610,Benjamin M. Tabak,PER,(0.9997)
4355610,CNPq,ORG,(0.847)
4397851,Dunedin Multidisciplinary Health and Development Research Unit,ORG,(0.9956)
4397851,New Zealand Health Research Council,ORG,(0.984)
4397851,National Institute on Aging,ORG,(0.996)
4397851,AG032282,ORG,(0.994)
4397851,Medical Research Council,ORG,(0.831)
4397851,MR,ORG,(0.9968)
4397851,K00381X,ORG,(0.5327)
4397851,Economic and Social Research Council,ORG,(0.9513)
4397851,ES,ORG,(0.705)
4397851,Jacobs Foundation,ORG,(0.9843)
4397851,J. D. S.,PER,(0.933)
4397851,W. B.,PER,(0.764)
4397851,NIA,ORG,(0.9983)
4430746,University of Padova to R. D.' A.,ORG,(0.847)
4430746,NSERC,ORG,(0.996)
4430746,Canada Foundation for Innovation,ORG,(0.8349)
4430746,Canada Research Chair,ORG,(0.8527)
4430746,J. P. E. D.,PER,(0.9839)
4430746,Australian Research Council Future Fellowship,ORG,(0.9781)
4430746,B. W.,PER,(0.9432)
4430746,NSF,ORG,(0.9592)
4437139,National Institute for Health Research Service Delivery and Organisation,ORG,(0.9929)
4437139,NIHR,ORG,(0.9926)
4437139,SDO,ORG,(0.9853)
4454522,National Science Centre,ORG,(0.7914)
4454522,Poland,LOC,(0.9796)
4458679,Hanneke den Ouden,PER,(0.9795)
4458679,Melissa Aguilar,PER,(0.952)
4458679,Experiment 1,MISC,(0.7627)
4458679,NIDA,ORG,(0.7982)
4458679,A. R. A.,PER,(0.9325)
4522934,National Natural Science Foundation of China,ORG,(0.9834)
4522934,Natural Science Foundation of Guangxi Province,ORG,(0.8387)
4522934,Undergraduate Teaching Reform Project of Guangxi,ORG,(0.7497)
4522934,Key Laboratory of Optimization Control and Engineering Calculation,ORG,(0.9167)
4522934,Department of Guangxi Education,ORG,(0.7729)
4522934,Guangxi Distinguished Experts Construction Engineering,ORG,(0.8281)
4560184,National Natural Science Foundation of China,ORG,(0.9619)
4560184,Fundamental Research Funds for the Central Universities,ORG,(0.6753)
4599888,KAKENHI,ORG,(0.9081)
4599888,Japan Society for the Promotion of Science,ORG,(0.9961)
4599888,JSPS,ORG,(0.9999)
4599888,JSPS Fellows,ORG,(0.4063)
4599888,Japan,LOC,(0.9954)
4599888,JSPS Overseas Challenge Program for Young Researchers,MISC,(0.7867)
4599888,Japan,LOC,(0.9979)
4599888,ERC,ORG,(0.9929)
4599888,Waseda University,ORG,(0.9793)
4599888,Japan,LOC,(0.9994)
4599888,Koichi Suga,PER,(0.9912)
4599888,Edith Elkind,PER,(0.995)
4604235,DFG,ORG,(0.9884)
4604235,DAAD STIBET Matching Funds,MISC,(0.6245)
4604611,European Union,ORG,(0.9729)
4604611,Seventh Framework Programme,MISC,(0.7398)
4604611,Grant agreement ACP2-GA-2012-314562-QUICOM,MISC,(0.5568)
4604611,Michael Schobel,PER,(0.998)
4604611,AlSiC,ORG,(0.4221)
4609851,JSPS KAKENHI Scientific Research,ORG,(0.9154)
4633918,National Natural Science Foundation of China,ORG,(0.9115)
4633918,Grant 11461020,MISC,(0.6602)
4633918,Grant 11601006,MISC,(0.7595)
4633918,Anhui Province Key Laboratory of Intelligent Building and Building Energy Saving,ORG,(0.9202)
4633918,Higher Education Institutions of Gansu Province,ORG,(0.846)
4633918,China,LOC,(0.9983)
4633918,Grant 2018A-093,MISC,(0.7631)
4633918,Science and Technology Plan of Gansu Province,ORG,(0.8248)
4641040,National Science Foundation,ORG,(0.9725)
4641040,Grant Number DUE-0717820,MISC,(0.7232)
4641040,National Science Foundation,ORG,(0.9954)
4641705,FAPERJ,ORG,(0.9268)
4641705,CAPES,MISC,(0.6328)
4641705,CNPq,MISC,(0.7784)
4641705,Sao Paulo Research Foundation,ORG,(0.8747)
4641705,FAPESP,ORG,(0.9998)
4657179,German Research Foundation,ORG,(0.97)
4657179,Heim,PER,(0.9074)
4657179,A. Keil,PER,(0.997)
4657179,National Institute of Mental Health,ORG,(0.9967)
4657179,Keil,ORG,(0.8802)
4657179,CKEW Foundation,ORG,(0.9466)
4657179,Heim,PER,(0.9726)
4674189,National Natural Science Foundation of China,ORG,(0.9605)
4674189,Science and Technology Major Project of Shandong Province,ORG,(0.82)
4674189,Key Research and Development Program of Shandong Province,ORG,(0.8486)
4682908,European Commission,ORG,(0.9859)
4682908,Erasmus Mundus E-GOV-TN,MISC,(0.8053)
4682908,Tunisia,LOC,(0.9892)
4682908,Grant Agreement,MISC,(0.6953)
4682908,Polish National Center for Research and Development,ORG,(0.8773)
4720072,AA-08315,ORG,(0.4278)
4720072,AA-12502,ORG,(0.328)
4720072,National Institutes of Health,ORG,(0.9957)
4720072,Academy of Finland,ORG,(0.933)
4720072,Finnish Medical Foundation,ORG,(0.9965)
4720072,Yrjo Jahnsson Foundation,ORG,(0.9967)
4720072,Medical Society of Finland,ORG,(0.8227)
4720072,Finska Lakaresallskapet,ORG,(0.7747)
4805054,US Department of Defense,ORG,(0.9119)
4805054,Office of Naval Research,ORG,(0.8639)
4805054,Minerva Initiative,ORG,(0.7658)
4813483,National Natural Science Foundation of China,ORG,(0.9673)
4813483,National Key Research and Development Project of China,ORG,(0.9693)
4813483,Natural Science Basic Research Plan,ORG,(0.7483)
4813483,Shaanxi Province of China,ORG,(0.6963)
4834187,Economic and Social Research Council,ORG,(0.935)
4834187,ES,ORG,(0.3532)
4835475,Japan Society for the Promotion of Science,ORG,(0.9923)
4835475,JSPS,ORG,(0.9999)
4847104,National Institute on Drug Abuse,ORG,(0.9928)
4847104,NIDA,ORG,(0.9996)
4847104,Bethesda,LOC,(0.9868)
4847104,MD,LOC,(0.8956)
4847104,USA,LOC,(0.9997)
4847104,Grant DA13231,ORG,(0.5099)
4852521,Belgian Fund for Scientific Research,ORG,(0.9947)
4852521,FNRS,ORG,(1.0)
4852521,PDR,ORG,(0.7387)
4852521,FP,ORG,(0.9932)
4852521,FNRS,ORG,(0.9996)
4854804,PPG Grant Vot,MISC,(0.6532)
4854804,Universiti Tun Hussein Onn Malaysia,ORG,(0.738)
4864155,National Natural Science Foundation of China,ORG,(0.9713)
4864155,Science and Technology Planning Project of Guangzhou,ORG,(0.8392)
4923698,Mineharu Nakayama,PER,(0.9957)
4923698,Ellen Lau,PER,(0.9976)
4923698,Hajime Ono,PER,(0.9874)
4923698,Shin Fukuda,PER,(0.9973)
4923698,JSPS KAKENHI,ORG,(0.79)
4923698,PI,ORG,(0.7581)
4923698,Masatoshi Koizumi,ORG,(0.89)
4923698,PI,ORG,(0.5201)
4923698,Masataka Yano,ORG,(0.9326)
4923698,Kyushu University Wakaba Project,ORG,(0.8412)
4923698,PI,ORG,(0.4879)
4923698,Masataka Yano,ORG,(0.6485)
4925553,Polish National Science Centre,MISC,(0.6927)
4925553,Centre for Innovation and Transfer of Natural Sciences and Engineering Knowledge of University of Rzeszow,ORG,(0.9665)
4925553,Poland,LOC,(0.9991)
4925553,Andrzej Skowron,PER,(0.9333)
4925553,Polish National Science Centre,ORG,(0.7262)
4925553,NCN,ORG,(0.9973)
4925553,Polish National Centre for Research and Development,ORG,(0.9389)
4925553,NCBiR,ORG,(0.9999)
4935696,Oesterreichische Nationalbank,ORG,(0.6805)
4935696,Anniversary Fund,ORG,(0.9272)
4945981,National Key Technology R&D Program of China,ORG,(0.9275)
4993363,AER,ORG,(0.9973)
4993363,John Leahy,PER,(0.9991)
4993363,Coeditor,ORG,(0.4694)
4993363,Klaus Adam,PER,(0.9991)
4993363,Jess Benhahib,PER,(0.9995)
4993363,Christophe Chamley,PER,(0.9999)
4993363,Russell Cooper,PER,(0.9992)
4993363,Jordi Gali,PER,(0.9997)
4993363,Simon Gilchrist,PER,(1.0)
4993363,Nohu Kiyotaki,PER,(0.9997)
4993363,Tom Sargent,PER,(0.9999)
4993363,Jean Tirole,PER,(0.9998)
4993363,Yi Wen,PER,(0.9996)
4993363,Mike Woodford,PER,(0.9999)
4993363,Wei Xiong,PER,(0.9977)
4993363,Tao Zha,PER,(0.9964)
4993363,Wang,PER,(0.9874)
4993363,Research Grants Council,ORG,(0.7945)
4993363,Hong Kong,LOC,(0.8196)
4993363,Projects 16515216,MISC,(0.7747)
4995387,UK Engineering and Physical Sciences Research Council,ORG,(0.9861)
4995387,EP,ORG,(0.4984)
4995387,New Urban Agenda,MISC,(0.6488)
4995387,Katrien Steenmans,PER,(0.8165)
4995387,Global Urban Knowledge and the New Urban Agenda,MISC,(0.6866)
4995387,University College London,ORG,(0.8456)
4995387,Jenny McArthur,PER,(0.9955)
5035847,Alan Rheaume,PER,(0.9998)
5035847,Juan Lopez Tiboni,PER,(0.9996)
5035847,Danielle Mogyoros,PER,(0.9998)
5035847,Marley Russell,PER,(0.9979)
5035847,Victoria Walaszczyk,PER,(0.9861)
5035847,McMaster Science and Engineering Research Board,ORG,(0.987)
5035847,PWA,ORG,(0.978)
5035847,NSERC Discovery Grant,ORG,(0.6265)
5035847,LJT,ORG,(0.467)
5067341,National Natural Science Foundation of China,ORG,(0.9723)
5067341,Graduate Scientific Research and Innovation Foundation of Chongqing,ORG,(0.8254)
5067341,China,LOC,(0.9997)
5072744,Swedish Civil Contingencies Agency,ORG,(0.975)
5150869,Regional Contact Organization South Bohemia,ORG,(0.8598)
5150869,European Research Area II,ORG,(0.9782)
5150869,LE15008,ORG,(0.5846)
5150869,EUPRO II,MISC,(0.7767)
5150869,Ministry of Education CR,ORG,(0.8865)
5195918,National Natural Science Foundation of China,ORG,(0.9275)
5195918,Grant 61373079,MISC,(0.6583)
5195918,Grant 61572344,MISC,(0.8312)
5195918,Shandong Natural Science Foundation of China,ORG,(0.9036)
5195918,Grant ZR2013FL018,MISC,(0.8081)
5208092,Carlos Moura,PER,(0.9992)
5208092,DGRM,ORG,(0.9982)
5208092,ARH-Algarve,ORG,(0.9531)
5208092,F. Leitao,PER,(0.9496)
5208092,Fundacao para a Ciencia e Tecnologia,ORG,(0.6558)
5208092,Samantha Jane Hughes,PER,(0.9951)
5208092,CITAB,ORG,(0.8417)
5208092,English,MISC,(0.9998)
5216705,Education Ministry Joint Foundation,ORG,(0.791)
5216705,Project 614A0223,MISC,(0.755)
5251593,German Research Foundation,ORG,(0.5591)
5251593,Kwantlen Polytechnic University Humanities and Social Sciences,ORG,(0.8916)
5252696,Purdue University,ORG,(0.9881)
5252696,Universite de Rennes 1,ORG,(0.9621)
5252696,Institute of Mathematical Sciences,ORG,(0.9819)
5252696,National University of Singapore,ORG,(0.9834)
5252696,RIP,ORG,(0.9875)
5252696,Oberwolfach,ORG,(0.9311)
5252696,IPAM,ORG,(0.9977)
5252696,UCLA,ORG,(0.9823)
5252696,Saugata Basu,ORG,(0.9885)
5252696,NSF Grants,ORG,(0.7821)
5252696,DMS-1161629,MISC,(0.5822)
5270648,Bank of Sweden Tercentenary Foundation,ORG,(0.9932)
5270648,Swedish Research Council,ORG,(0.9926)
5270648,Swedish,MISC,(0.9832)
5270648,CI,ORG,(0.3817)
5270648,Barnplantorna,LOC,(0.5078)
5295572,The Scientific and Technological Research Council of Turkey,ORG,(0.9838)
5295572,Turkish,MISC,(0.6746)
5295572,MWE,ORG,(0.7054)
5306322,Austrian Science Fund,ORG,(0.984)
5306322,FWF,ORG,(0.9991)
5306322,Grant P19707 G-17,MISC,(0.5433)
5330440,Fundamental Research Funds,ORG,(0.6597)
5330440,Central Universities,ORG,(0.7619)
5330440,WUT,ORG,(0.9699)
5330440,National Natural Science Foundation of China,ORG,(0.9681)
5355208,JSPS,ORG,(0.7763)
5367148,National Institute of General Medical Sciences,ORG,(0.9897)
5367148,CFG,ORG,(0.9521)
5367148,Sandra Baquie,PER,(0.9998)
5367148,Abhishek Jain,PER,(0.9988)
5367148,Saurabh Tripathi,PER,(0.9977)
5367148,Daniel Carrion,PER,(0.9998)
5367148,Jorg Peters,PER,(0.9998)
5391847,E. N. Pistikopoulos,PER,(0.9991)
5391847,Chinese National Natural Science Foundation,ORG,(0.9841)
5391847,Guizhou Normal University,ORG,(0.9888)
5404050,Key Discipline Fund of National 211 Project in China,ORG,(0.7421)
5404050,Scholar Research Program Fund of Southwest University,ORG,(0.8531)
5404050,SWUB,ORG,(0.905)
5409553,NSERC PGS-D Scholarship,MISC,(0.743)
5419294,Foundation for Innovative Research Group,ORG,(0.8297)
5419294,National Natural Science Foundation of China,ORG,(0.9145)
5425249,Laurent Seychelles,PER,(0.9885)
5425249,NEMO-project,MISC,(0.8637)
5425249,Schleswig-Holstein-European Regional Development Fund,ORG,(0.9763)
5425249,ERDF,ORG,(0.9999)
5433063,General Financial Grant,ORG,(0.7325)
5433063,China Postdoctoral Science Foundation,ORG,(0.9951)
5433063,Shandong Natural Science Foundation Project,ORG,(0.9488)
5433063,No. ZR2016CP22,ORG,(0.7295)
5433063,National Natural Science Foundation of China,ORG,(0.9817)
5433063,Key R & D,ORG,(0.9118)
5433063,Shandong,LOC,(0.9992)
5433063,Shandong Province Higher Educational Science and Technology Program,ORG,(0.9651)
5433063,National Natural Science Foundation of China,ORG,(0.9853)
5433063,Shandong Provincial Natural Science Foundation of China,ORG,(0.986)
5448207,863 High Technology Project,ORG,(0.843)
5448207,Chinese Ministry of Science and Technology,ORG,(0.9945)
5448207,National Basic Research Program of China,ORG,(0.9717)
5448207,Taishan Scholar Program of Shandong Province,ORG,(0.7692)
5448207,Key Laboratory of Mariculture,ORG,(0.9939)
5448207,KLM,ORG,(0.9999)
5448207,Ministry of Education,ORG,(0.97)
5448207,Ocean University of China,ORG,(0.9855)
5450970,Colciencias,ORG,(0.9517)
5450970,Grant 122266140116,MISC,(0.6797)
5450970,CODI-UDEA,ORG,(0.462)
5450970,Grant INV518-16,MISC,(0.754)
5450970,Newton-Caldas Fund,ORG,(0.9363)
5450970,QUINTERO-ZEA,ORG,(0.6952)
5450970,Colciencias Doctoral Fellowship Call 647,MISC,(0.8796)
5450970,Smith,PER,(0.3894)
5450970,HDRUK UKRI Innovation Fellowship,MISC,(0.8018)
5452962,Engineering Development Research Center,ORG,(0.8982)
5452962,EDRC,ORG,(1.0)
5452962,"Ministry of Trade, Industry & Energy",ORG,(0.9796)
5452962,MOTIE,ORG,(0.9999)
5452962,Priority Research Centers Program,ORG,(0.8791)
5452962,National Research Foundation of Korea,ORG,(0.99)
5452962,NRF,ORG,(1.0)
5452962,Ministry of Education,ORG,(0.9944)
5465100,ADDIRC,ORG,(0.9995)
5465100,Matthew Siegel,PER,(0.9994)
5465100,PI,ORG,(0.9548)
5465100,Maine Medical Center Research Institute,ORG,(0.9538)
5465100,Tufts University,ORG,(0.9712)
5465100,Craig Erickson,PER,(0.9997)
5465100,Cincinnati Children's Hospital,ORG,(0.832)
5465100,University of Cincinnati,ORG,(0.979)
5465100,Robin L. Gabriels,PER,(0.9993)
5465100,PsyD,ORG,(0.6375)
5465100,Children's Hospital Colorado,ORG,(0.9106)
5465100,University of Colorado,ORG,(0.9923)
5465100,Desmond Kaplan,PER,(0.9987)
5465100,Sheppard Pratt Health System,ORG,(0.9875)
5465100,Carla Mazefsky,PER,(0.9924)
5465100,Western Psychiatric Institute and Clinics,ORG,(0.9365)
5465100,University of Pittsburgh,ORG,(0.988)
5465100,Eric M. Morrow,PER,(0.9996)
5465100,Bradley Hospital,ORG,(0.6666)
5465100,Brown University,ORG,(0.9743)
5465100,Giulia Righi,PER,(0.9965)
5465100,Bradley Hospital,ORG,(0.8177)
5465100,Brown University,ORG,(0.985)
5465100,Susan L. Santangelo,PER,(0.999)
5465100,ScD,ORG,(0.5339)
5465100,Maine Medical Center Research Institute,ORG,(0.9502)
5465100,Tufts University,ORG,(0.9903)
5465100,Logan Wink,ORG,(0.6718)
5465100,Cincinnati Children's Hospital,ORG,(0.8625)
5465100,University of Cincinnati,ORG,(0.9895)
5465100,Jill Benevides,PER,(0.9993)
5465100,Carol Beresford,PER,(0.9998)
5465100,Carrie Best,PER,(0.9945)
5465100,Katie Bowen,PER,(0.9996)
5465100,LCSW,ORG,(0.9644)
5465100,Briar Dechant,PER,(0.9476)
5465100,Tom Flis,PER,(0.9998)
5465100,BCBA,ORG,(0.9798)
5465100,LCPC,ORG,(0.9673)
5465100,Holly Gastgeb,PER,(0.9946)
5465100,Angela Geer,PER,(0.9965)
5465100,BS,ORG,(0.5991)
5465100,Louis Hagopian,PER,(0.9983)
5465100,Benjamin Handen,PER,(0.9998)
5465100,BCBA-D,ORG,(0.9086)
5465100,Adam Klever,PER,(0.9998)
5465100,BS,ORG,(0.6703)
5465100,Martin Lubetsky,PER,(1.0)
5465100,Kristen MacKenzie,PER,(0.9984)
5465100,BS,ORG,(0.5845)
5465100,Zenoa Meservy,PER,(0.9959)
5465100,John McGonigle,PER,(0.9998)
5465100,Kelly McGuire,PER,(0.9997)
5465100,Faith McNeill,PER,(0.9945)
5465100,BA,ORG,(0.6631)
5465100,Ernest Pedapati,PER,(0.9997)
5465100,Christine Peura,PER,(0.9998)
5465100,BA,ORG,(0.5825)
5465100,Joseph Pierri,PER,(0.9999)
5465100,Christie Rogers,PER,(0.9995)
5465100,MS,ORG,(0.8951)
5465100,CCC-SLP,ORG,(0.9116)
5465100,Brad Rossman,PER,(0.9998)
5465100,MA,ORG,(0.6755)
5465100,Jennifer Ruberg,PER,(0.9999)
5465100,LISW,ORG,(0.7799)
5465100,Cathleen Small,PER,(0.9979)
5465100,Kahsi A. Smith,PER,(0.9983)
5465100,Nicole Stuckey,PER,(0.9985)
5465100,MSN,ORG,(0.972)
5465100,RN,ORG,(0.4397)
5465100,Barbara Tylenda,PER,(0.9998)
5465100,Mary Verdi,PER,(0.9991)
5465100,MA,ORG,(0.4878)
5465100,Jessica Vezzoli,PER,(0.9981)
5465100,BS,ORG,(0.6775)
5465100,Deanna Williams,PER,(0.9995)
5465100,BA,ORG,(0.9543)
5465100,Diane Williams,PER,(0.9993)
5465100,CCC-SLP,ORG,(0.9954)
5465100,Donald L. St. Germain,PER,(0.9963)
5465100,Girard Robinson,PER,(0.9118)
5465100,MD,ORG,(0.5194)
5465100,Connie Kasari,PER,(0.9965)
5465100,Bryan King,PER,(0.9999)
5465100,James McCracken,PER,(0.9997)
5465100,Christopher McDougle,PER,(0.9996)
5465100,Lawrence Scahill,PER,(0.9986)
5465100,MSN,ORG,(0.9217)
5465100,Robert Schultz,PER,(0.9937)
5465100,Helen Tager-Flusberg,PER,(0.9959)
5465100,Simons Foundation Autism Research Initiative,ORG,(0.9032)
5465100,Nancy Lurie Marks Family Foundation,ORG,(0.985)
5492277,Vidi,MISC,(0.5978)
5492277,Netherlands Organisation for Scientific Research,ORG,(0.9866)
5492277,NWO,ORG,(0.9999)
5503208,LandScan 2013,MISC,(0.781)
5503208,TM,MISC,(0.7009)
5503208,"UT-Battelle, LLC",ORG,(0.8379)
5503208,Oak Ridge National Laboratory,ORG,(0.9728)
5503208,United States Department of Energy,ORG,(0.9045)
5503208,United States Government,ORG,(0.8709)
5503208,UT-Battelle,ORG,(0.9897)
5503208,United States Department of Energy,ORG,(0.8652)
5526525,National Natural Science Foundation of China,ORG,(0.9387)
5526525,Grant 71571058,MISC,(0.6312)
5536495,Shuto Chi-na,ORG,(0.7962)
5545493,Technical University of Denmark,ORG,(0.9694)
5545493,Danish National Research Foundation,ORG,(0.9812)
5545493,"Center for Macroecology, Evolution and Climate",ORG,(0.7085)
5545493,European Union 7th Framework Programme,MISC,(0.8228)
5545493,Villum Foundation,ORG,(0.9836)
5545493,Centre for Ocean Life,ORG,(0.9259)
5545493,Anna Neuheimer,PER,(0.9999)
5545493,Steve Coombs,PER,(0.9998)
5545493,Anders Nissling,PER,(0.9998)
5545493,Pierre Pepin,PER,(0.9997)
